,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
29833,37365,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,27,3,1,0,0,52,0
29837,58873,Analytics,region_15,Bachelor's,m,sourcing,1,22,3,1,0,0,86,0
29843,55198,Analytics,region_25,Bachelor's,m,other,1,28,5,1,1,0,82,0
29848,34540,HR,region_2,Bachelor's,m,other,1,23,5,1,1,0,50,0
29849,53793,Analytics,region_26,Bachelor's,m,sourcing,2,26,3,1,0,0,86,0
29879,6976,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,28,3,1,0,0,50,0
29938,36614,HR,region_27,Bachelor's,m,sourcing,1,30,3,1,1,0,51,0
29940,74532,Sales & Marketing,region_22,Bachelor's,m,other,1,28,5,1,1,0,52,0
29943,25950,Analytics,region_34,Bachelor's,m,other,1,29,3,1,0,0,87,0
29960,74298,Finance,region_7,Bachelor's,f,sourcing,1,24,5,1,1,0,60,0
29963,33286,Technology,region_27,Bachelor's,m,sourcing,1,34,3,1,0,0,78,0
29980,14648,Sales & Marketing,region_14,Bachelor's,f,sourcing,1,28,3,1,0,0,51,0
30001,56214,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,27,3,1,0,0,51,0
30007,15256,Operations,region_2,Bachelor's,f,other,1,26,5,1,1,0,60,0
30022,24423,Sales & Marketing,region_2,Bachelor's,f,other,1,27,4,1,1,0,93,1
30041,7736,Finance,region_6,Bachelor's,f,other,1,26,3,1,0,0,62,0
30042,14425,Sales & Marketing,region_2,,m,other,1,26,3,1,0,0,48,0
30082,68824,Sales & Marketing,region_22,,m,sourcing,2,29,3,1,0,0,45,0
30111,71364,Sales & Marketing,region_15,Bachelor's,m,other,1,41,5,1,1,0,49,0
30141,77603,Legal,region_2,Below Secondary,f,other,1,27,3,1,0,0,54,0
30152,71378,Sales & Marketing,region_26,Bachelor's,f,other,1,26,3,1,0,0,48,0
30165,37662,Finance,region_11,Bachelor's,m,sourcing,1,29,3,1,0,0,58,0
30166,56488,Analytics,region_22,,m,sourcing,1,23,3,1,0,0,86,0
30168,6313,Operations,region_15,Master's & above,m,other,1,32,3,1,0,0,62,0
30177,20325,Operations,region_28,Bachelor's,m,other,1,26,3,1,0,0,62,0
30190,74987,Sales & Marketing,region_1,Bachelor's,m,other,2,27,3,1,0,0,51,0
30230,7010,Finance,region_22,Bachelor's,m,other,1,25,3,1,1,0,56,0
30249,32512,Operations,region_28,Master's & above,m,other,1,33,5,1,1,0,55,0
30263,46437,HR,region_2,Below Secondary,m,sourcing,1,22,3,1,1,0,56,1
30268,27479,Finance,region_25,Bachelor's,m,other,3,29,5,1,1,0,59,0
30286,45304,Analytics,region_25,Bachelor's,m,sourcing,1,29,3,1,1,0,89,0
30296,74366,Sales & Marketing,region_2,,m,other,1,23,3,1,0,0,53,0
30333,74003,Operations,region_22,Bachelor's,m,other,1,29,3,1,0,0,69,1
30353,35783,Technology,region_28,Bachelor's,f,other,1,29,4,1,1,0,73,0
30357,74905,Sales & Marketing,region_30,Bachelor's,m,other,1,28,5,1,0,1,64,1
30364,59152,Technology,region_23,Bachelor's,m,other,2,27,3,1,0,0,76,0
30386,60212,Operations,region_7,Below Secondary,f,other,1,25,3,1,0,0,59,0
30422,72110,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,31,5,1,1,0,50,0
30455,41447,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,27,5,1,1,0,50,0
30476,55700,Technology,region_25,Bachelor's,m,referred,1,27,5,1,1,0,79,0
30479,27386,Sales & Marketing,region_15,Bachelor's,m,other,1,23,3,1,0,0,47,0
30480,58291,Analytics,region_19,Bachelor's,m,sourcing,2,28,3,1,0,0,91,0
30491,60405,R&D,region_27,Master's & above,m,other,1,27,3,1,0,0,80,0
30507,59293,Finance,region_2,Bachelor's,f,other,1,25,5,1,1,0,63,0
30511,60727,Procurement,region_2,Bachelor's,f,other,1,29,5,1,1,0,65,1
30517,47679,Analytics,region_32,Bachelor's,m,sourcing,1,27,3,1,0,0,88,0
30552,28473,Legal,region_15,Bachelor's,m,other,1,28,3,1,0,0,68,0
30557,72361,Finance,region_22,Bachelor's,f,sourcing,1,23,4,1,0,0,65,0
30599,73491,Sales & Marketing,region_22,,m,other,1,23,3,1,0,0,54,0
30607,76581,Procurement,region_2,Master's & above,m,other,1,40,5,1,1,0,68,0
30610,25076,Technology,region_11,Bachelor's,m,sourcing,1,27,3,1,0,0,76,0
30630,41622,Operations,region_22,Bachelor's,f,sourcing,1,28,4,1,0,0,53,0
30644,51995,Sales & Marketing,region_2,Bachelor's,m,other,1,24,3,1,0,0,50,0
30691,29635,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,3,1,0,0,47,0
30693,11514,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,30,5,1,0,0,62,1
30698,5306,Procurement,region_22,Bachelor's,m,sourcing,1,27,5,1,1,0,69,1
30719,8407,Analytics,region_31,Bachelor's,m,other,1,24,3,1,0,0,85,0
30758,49226,Sales & Marketing,region_27,,m,sourcing,4,28,3,1,0,0,49,0
30760,57360,HR,region_22,Below Secondary,m,other,1,22,5,1,1,0,50,0
30769,21648,Sales & Marketing,region_4,Bachelor's,f,sourcing,1,29,3,1,0,0,52,0
30772,24509,Technology,region_2,Below Secondary,m,other,2,22,5,1,1,0,82,0
30773,36782,Legal,region_2,Below Secondary,m,sourcing,3,27,3,1,0,0,58,0
30775,39905,Sales & Marketing,region_32,Bachelor's,m,other,1,27,5,1,1,0,51,0
30800,62408,Sales & Marketing,region_15,,m,other,1,23,5,1,1,0,49,0
30801,43214,Operations,region_31,Bachelor's,m,other,1,29,5,1,1,0,57,0
30803,11463,Legal,region_13,Bachelor's,f,other,1,32,3,1,0,0,64,0
30805,76784,Analytics,region_7,,m,other,1,26,5,1,1,0,86,0
30838,54773,Analytics,region_29,Bachelor's,f,other,1,26,3,1,0,0,84,0
30842,46250,HR,region_28,Bachelor's,m,other,1,30,5,1,1,0,49,0
30850,18444,Technology,region_4,Bachelor's,f,other,1,29,3,1,0,0,81,0
30880,16213,Sales & Marketing,region_4,Bachelor's,f,other,1,27,1,1,0,0,50,0
30894,38304,Analytics,region_31,Bachelor's,m,other,1,27,3,1,0,0,85,0
30904,76772,Technology,region_2,Bachelor's,m,other,1,23,3,1,0,0,80,0
30909,49127,Operations,region_32,Bachelor's,m,sourcing,1,29,5,1,1,0,60,0
30919,21070,Sales & Marketing,region_2,Bachelor's,f,sourcing,4,30,3,1,0,0,48,0
30920,29585,Finance,region_8,Bachelor's,m,sourcing,1,27,3,1,0,0,58,0
30925,46089,Sales & Marketing,region_11,Bachelor's,m,other,1,25,3,1,0,0,48,0
30929,54024,Sales & Marketing,region_2,Bachelor's,m,other,1,27,5,1,1,0,49,0
30946,23425,Procurement,region_2,Bachelor's,f,other,1,24,5,1,1,0,66,1
30948,47849,Sales & Marketing,region_2,Bachelor's,m,other,2,26,3,1,0,0,49,0
30996,54496,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,27,3,1,0,0,48,0
31011,2331,Technology,region_26,Bachelor's,f,other,1,23,4,1,1,0,78,0
31030,20007,Sales & Marketing,region_2,Bachelor's,f,other,1,22,3,1,0,0,48,0
31058,43583,Sales & Marketing,region_2,,m,other,1,26,3,1,0,0,49,0
31069,21918,Sales & Marketing,region_32,,m,other,3,23,3,1,0,0,50,0
31074,58628,Sales & Marketing,region_22,,m,sourcing,1,26,3,1,0,0,53,0
31084,14418,Operations,region_6,Bachelor's,m,other,1,28,3,1,0,0,56,0
31096,16800,Procurement,region_2,Bachelor's,m,other,2,28,3,1,0,0,67,0
31122,75386,Finance,region_22,Bachelor's,f,sourcing,1,27,3,1,0,0,58,0
31141,53476,Operations,region_5,Bachelor's,m,sourcing,1,29,3,1,0,0,54,0
31148,62119,Sales & Marketing,region_34,Bachelor's,m,other,1,29,5,1,1,0,42,0
31153,53093,Analytics,region_22,Bachelor's,f,sourcing,3,27,3,1,1,0,85,0
31168,31588,HR,region_22,Bachelor's,m,sourcing,1,30,4,1,1,1,47,0
31171,1198,Procurement,region_15,Bachelor's,m,sourcing,1,28,5,1,1,0,72,0
31207,57290,Legal,region_27,Bachelor's,m,sourcing,1,28,3,1,0,0,59,0
31212,27625,Sales & Marketing,region_29,Bachelor's,m,other,2,30,3,1,0,0,50,0
31216,4290,R&D,region_8,Bachelor's,m,other,1,31,3,1,0,0,83,0
31219,62911,Sales & Marketing,region_2,,m,other,2,23,3,1,0,0,47,0
31236,69705,Sales & Marketing,region_7,,f,sourcing,1,25,3,1,0,0,50,0
31266,65709,Operations,region_22,,m,sourcing,1,27,3,1,0,0,54,0
31294,4156,Sales & Marketing,region_2,,f,sourcing,1,22,3,1,0,0,52,0
31331,34156,HR,region_26,Bachelor's,f,other,1,27,5,1,1,0,53,0
31384,53560,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,26,5,1,1,0,50,0
31409,1390,Sales & Marketing,region_2,,m,other,2,21,3,1,0,0,47,0
31434,49863,Operations,region_22,Below Secondary,m,other,1,22,3,1,0,0,63,0
31450,28345,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,28,3,1,0,0,51,0
31454,25894,R&D,region_17,Master's & above,m,sourcing,1,29,3,1,0,0,83,0
31472,72549,Sales & Marketing,region_15,Bachelor's,f,other,1,26,3,1,0,0,49,0
31473,61494,Procurement,region_14,Bachelor's,m,sourcing,1,31,3,1,0,0,68,0
31482,45822,Legal,region_22,Bachelor's,m,sourcing,1,26,3,1,0,0,60,0
31519,43924,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,5,1,1,0,54,0
31528,68520,Finance,region_29,Bachelor's,m,other,1,28,3,1,1,1,60,0
31548,20237,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,26,2,1,1,1,47,0
31551,6173,Technology,region_31,Bachelor's,m,sourcing,2,27,4,1,1,0,76,0
31571,8634,Analytics,region_22,Bachelor's,f,other,1,29,3,1,0,0,80,0
31582,43328,Sales & Marketing,region_11,Bachelor's,m,sourcing,6,25,3,1,0,0,45,0
31585,42479,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,26,5,1,1,0,49,1
31594,37610,Operations,region_1,Bachelor's,m,sourcing,1,27,3,1,0,0,60,0
31619,24813,Finance,region_3,Bachelor's,m,sourcing,1,28,5,1,1,0,59,0
31620,77997,Procurement,region_22,Bachelor's,m,other,4,27,3,1,0,0,67,0
31633,35343,Procurement,region_2,Below Secondary,m,other,3,24,3,1,0,0,70,0
31638,7346,Analytics,region_31,Bachelor's,m,sourcing,1,23,3,1,0,0,82,0
31639,5752,Sales & Marketing,region_9,Bachelor's,m,other,1,25,5,1,1,0,46,0
31645,63652,Finance,region_27,Bachelor's,m,other,1,24,3,1,0,0,60,0
31660,13275,Sales & Marketing,region_29,Bachelor's,m,sourcing,1,27,5,1,1,0,46,0
31697,40924,HR,region_2,Bachelor's,m,sourcing,1,31,5,1,1,0,49,0
31699,58143,Operations,region_32,Bachelor's,f,other,1,28,5,1,1,0,59,0
31702,39787,Operations,region_14,Below Secondary,m,other,1,22,5,1,1,0,58,1
31733,54574,Sales & Marketing,region_13,Bachelor's,m,other,1,31,3,1,0,0,48,0
31770,20184,HR,region_27,Bachelor's,m,sourcing,1,27,5,1,1,0,50,0
31773,38474,Technology,region_2,Bachelor's,f,sourcing,1,26,4,1,1,0,79,0
31801,31141,Operations,region_2,Below Secondary,m,sourcing,1,22,3,1,0,0,62,0
31802,5796,Sales & Marketing,region_34,Bachelor's,m,other,2,28,3,1,0,0,54,0
31806,30883,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,26,5,1,1,0,52,1
31810,13037,Technology,region_2,Below Secondary,f,other,1,24,2,1,0,0,85,0
31832,11995,Sales & Marketing,region_29,,m,other,1,28,5,1,1,0,45,0
31889,53034,Operations,region_22,Bachelor's,f,sourcing,1,32,5,1,1,0,63,0
31890,60861,Technology,region_11,Bachelor's,f,other,1,26,3,1,0,0,79,0
31917,61975,HR,region_2,Below Secondary,f,referred,1,25,3,1,0,0,51,0
31929,70231,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,27,3,1,0,0,49,0
31933,51369,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,25,3,1,0,0,45,0
31966,24480,Sales & Marketing,region_29,,m,other,1,27,3,1,0,0,47,0
31974,40463,HR,region_22,Bachelor's,f,referred,1,29,5,1,0,0,47,0
32004,49184,Sales & Marketing,region_2,Bachelor's,f,other,1,22,3,1,0,0,55,0
32007,66054,Operations,region_11,Bachelor's,m,sourcing,1,27,5,1,1,0,56,0
32065,35158,Operations,region_5,Bachelor's,f,other,1,28,3,1,0,0,60,0
32079,38047,Sales & Marketing,region_8,Bachelor's,f,other,1,27,3,1,0,0,51,0
32101,14452,Operations,region_8,Bachelor's,f,other,1,25,3,1,0,0,55,0
32127,5040,Technology,region_27,Bachelor's,m,other,4,27,5,1,1,0,80,0
32148,22808,Legal,region_32,Bachelor's,m,other,1,31,3,1,0,0,59,0
32150,20652,Finance,region_2,Bachelor's,m,other,2,27,3,1,0,0,62,0
32170,1599,Technology,region_6,Below Secondary,m,sourcing,1,24,4,1,1,0,81,0
32185,63025,Analytics,region_22,Bachelor's,m,sourcing,3,29,3,1,0,0,83,0
32187,14839,Sales & Marketing,region_2,,m,sourcing,1,29,3,1,0,0,47,0
32206,48102,Analytics,region_22,Bachelor's,m,sourcing,1,27,5,1,0,1,82,1
32208,68441,Finance,region_22,Bachelor's,f,other,3,25,3,1,0,0,60,0
32215,45070,Finance,region_28,Bachelor's,f,sourcing,1,29,5,1,1,0,60,0
32226,29917,Analytics,region_6,Bachelor's,m,sourcing,1,26,3,1,0,0,86,0
32244,37902,Operations,region_22,Bachelor's,f,sourcing,1,29,3,1,0,0,62,0
32245,30539,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,25,3,1,0,0,47,0
32258,57983,Analytics,region_28,Bachelor's,m,other,1,29,5,1,1,0,86,1
32259,22842,Procurement,region_13,Bachelor's,f,sourcing,1,27,3,1,0,0,67,0
32265,67888,Analytics,region_2,Bachelor's,m,other,1,20,5,1,1,0,86,0
32274,70566,R&D,region_26,Master's & above,m,sourcing,1,27,3,1,0,0,85,0
32292,42729,Procurement,region_17,Bachelor's,f,other,1,26,3,1,0,0,68,0
32297,4477,Sales & Marketing,region_25,Bachelor's,f,other,1,27,5,1,1,0,45,0
32300,19196,HR,region_31,Bachelor's,f,other,1,24,3,1,0,0,47,0
32307,23173,Sales & Marketing,region_16,,m,other,1,24,3,1,0,0,50,0
32337,69060,Sales & Marketing,region_7,Bachelor's,m,sourcing,4,26,3,1,0,0,48,0
32341,68314,Technology,region_2,Bachelor's,f,sourcing,2,28,4,1,1,0,78,1
32347,21159,Finance,region_30,Bachelor's,f,other,1,28,4,1,1,0,54,1
32358,37450,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,23,3,1,0,0,52,0
32363,35729,Analytics,region_34,Bachelor's,m,sourcing,2,28,5,1,1,0,86,0
32372,63390,Finance,region_15,Bachelor's,m,sourcing,1,29,3,1,0,0,62,0
32383,77395,Sales & Marketing,region_6,Bachelor's,m,other,1,29,3,1,0,0,52,0
32410,74455,Sales & Marketing,region_8,Bachelor's,m,other,2,28,3,1,0,0,48,0
32421,24094,Procurement,region_16,Bachelor's,f,other,1,30,3,1,0,0,74,0
32436,29575,Operations,region_22,Bachelor's,m,other,1,28,3,1,0,0,56,0
32443,59246,Operations,region_8,Bachelor's,f,sourcing,1,29,3,1,0,0,55,0
32459,35444,Finance,region_22,Bachelor's,m,other,1,27,3,1,0,0,60,0
32466,45859,Technology,region_22,Bachelor's,f,sourcing,1,28,4,1,1,0,80,0
32487,9477,Finance,region_2,Bachelor's,m,sourcing,2,27,3,1,0,0,61,0
32491,58429,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,29,3,1,0,0,53,0
32495,27058,Procurement,region_11,Bachelor's,m,other,1,28,5,1,1,0,70,0
32507,38816,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,27,5,1,1,0,49,0
32509,44464,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,26,3,1,0,0,46,0
32516,5450,Analytics,region_22,Bachelor's,f,referred,1,29,1,1,1,0,86,0
32517,56619,HR,region_16,Bachelor's,m,sourcing,1,26,3,1,0,0,48,0
32523,35220,Sales & Marketing,region_2,Bachelor's,m,other,1,30,3,1,0,0,45,0
32530,54515,Finance,region_28,Bachelor's,m,other,1,28,5,1,1,0,61,0
32547,62336,Sales & Marketing,region_22,Bachelor's,m,other,4,28,3,1,0,0,52,0
32587,31993,HR,region_15,Bachelor's,m,other,1,28,3,1,0,0,51,0
32596,78232,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,24,5,1,1,0,47,0
32603,41634,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,22,3,1,0,0,51,0
32629,66888,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,26,5,1,1,0,51,0
32664,65612,Sales & Marketing,region_22,Bachelor's,m,referred,2,27,5,1,0,0,49,0
32680,77943,Sales & Marketing,region_31,,m,other,1,23,3,1,0,0,48,0
32684,77051,Technology,region_22,Bachelor's,m,other,1,29,3,1,0,0,75,0
32694,31772,Analytics,region_29,Bachelor's,m,other,1,27,5,1,1,0,85,0
32703,59708,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,28,3,1,0,0,44,0
32708,60453,Operations,region_26,Bachelor's,m,sourcing,2,26,5,1,0,0,91,1
32724,23083,Procurement,region_27,Bachelor's,m,other,2,28,3,1,0,0,72,0
32746,5742,Sales & Marketing,region_4,Bachelor's,m,other,1,27,3,1,0,0,49,0
32763,69332,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,26,3,1,0,0,51,0
32793,15731,Technology,region_19,Bachelor's,m,other,1,28,1,1,1,1,81,0
32797,4182,Analytics,region_22,Bachelor's,m,other,2,29,3,1,0,0,81,0
32798,33706,Procurement,region_16,Below Secondary,f,sourcing,2,23,3,1,0,0,68,0
32818,41423,Technology,region_2,,m,sourcing,1,33,4,1,1,0,76,0
32820,41092,HR,region_2,Bachelor's,f,other,1,23,3,1,0,0,54,0
32843,21821,Sales & Marketing,region_22,Bachelor's,f,other,2,25,3,1,0,0,52,0
32854,41118,Finance,region_32,Bachelor's,m,other,1,29,3,1,0,0,56,0
32869,57008,Sales & Marketing,region_2,Bachelor's,f,other,3,24,4,1,1,0,82,1
32875,26002,Legal,region_5,Bachelor's,m,other,1,31,3,1,1,0,58,0
32900,69634,Procurement,region_27,Bachelor's,f,other,1,24,3,1,0,0,74,0
32926,24490,Analytics,region_2,Bachelor's,m,other,2,26,3,1,0,0,80,0
32931,4606,Analytics,region_22,,m,other,1,23,4,1,0,0,90,0
32932,6136,Operations,region_13,Bachelor's,m,sourcing,1,29,3,1,0,0,60,0
32939,48288,Analytics,region_17,Bachelor's,m,sourcing,1,28,5,1,1,0,86,1
32941,22406,Technology,region_32,Bachelor's,m,other,1,27,3,1,0,0,80,0
32942,74534,Sales & Marketing,region_34,Bachelor's,m,other,1,29,3,1,0,0,50,0
32945,38180,Sales & Marketing,region_22,Bachelor's,m,other,6,26,5,1,1,0,50,0
32969,27665,Analytics,region_4,Bachelor's,m,other,2,29,3,1,0,0,88,0
32984,38798,Analytics,region_15,Bachelor's,f,other,1,28,3,1,0,0,89,0
32989,39441,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,27,3,1,0,0,54,0
33002,4480,Analytics,region_22,Bachelor's,m,sourcing,1,27,3,1,0,0,86,1
33013,71206,Finance,region_4,Bachelor's,m,other,1,26,3,1,0,0,58,0
33018,52967,Sales & Marketing,region_28,Bachelor's,m,other,1,30,3,1,0,0,51,0
33043,52070,Operations,region_2,Master's & above,f,other,2,40,5,1,1,0,65,0
33044,77984,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,27,3,1,1,1,52,1
33046,10052,HR,region_2,Bachelor's,m,sourcing,2,29,5,1,1,0,49,0
33050,26956,Analytics,region_34,Bachelor's,m,other,1,26,3,1,0,0,82,0
33059,27975,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,27,3,1,0,0,50,0
33085,20949,Sales & Marketing,region_28,Bachelor's,f,sourcing,1,28,5,1,1,0,47,0
33094,38256,Procurement,region_2,,m,other,1,30,5,1,1,0,68,0
33098,66609,Sales & Marketing,region_10,Bachelor's,m,other,1,28,3,1,0,0,49,0
33103,63790,Procurement,region_29,Bachelor's,m,sourcing,1,28,3,1,0,0,71,0
33114,28263,Sales & Marketing,region_2,,m,sourcing,1,22,5,1,0,0,61,1
33144,40067,Technology,region_26,Bachelor's,m,other,1,23,3,1,0,0,78,0
33153,4262,HR,region_2,Bachelor's,f,referred,1,30,3,1,0,0,49,0
33157,43013,Technology,region_11,Bachelor's,f,other,1,28,3,1,0,0,82,0
33163,48702,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,3,1,0,0,49,0
33167,41470,Technology,region_7,Bachelor's,m,sourcing,2,25,3,1,0,0,76,0
33172,18473,Operations,region_2,Bachelor's,m,sourcing,1,30,5,1,1,0,58,0
33173,24718,Analytics,region_15,Bachelor's,m,other,2,28,3,1,0,0,85,0
33179,36698,Technology,region_2,Below Secondary,f,other,1,24,3,1,0,0,80,1
33203,58622,Sales & Marketing,region_2,Bachelor's,m,other,2,29,3,1,0,0,51,0
33237,38460,Finance,region_2,Below Secondary,f,other,1,24,3,1,0,0,57,0
33246,70678,Sales & Marketing,region_2,Bachelor's,m,other,1,27,3,1,0,0,48,0
33260,40238,Operations,region_4,Bachelor's,m,sourcing,1,27,3,1,0,0,60,0
33264,38297,Sales & Marketing,region_2,,f,other,1,24,1,1,1,1,53,0
33286,47182,Operations,region_11,Bachelor's,m,other,1,30,5,1,1,0,59,0
33311,28130,Operations,region_26,Bachelor's,m,sourcing,2,26,3,1,0,0,56,0
33322,70930,Technology,region_13,Bachelor's,m,other,1,24,3,1,0,0,82,0
33342,32365,Legal,region_22,Bachelor's,m,sourcing,1,25,3,1,0,0,60,0
33352,44607,Operations,region_6,Bachelor's,f,other,2,26,5,1,1,0,58,0
33359,8991,Legal,region_2,Bachelor's,m,other,1,28,4,1,1,0,62,0
33367,74929,Procurement,region_2,Below Secondary,m,sourcing,1,21,3,1,0,0,73,0
33369,13349,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,25,3,1,0,0,51,0
33391,77539,Procurement,region_2,Bachelor's,m,sourcing,1,24,3,1,0,0,69,0
33396,35454,Operations,region_17,Bachelor's,f,sourcing,1,26,5,1,0,0,75,1
33407,41461,Analytics,region_26,Bachelor's,m,other,1,28,5,1,1,0,87,0
33432,53563,Sales & Marketing,region_2,Bachelor's,m,other,2,31,3,1,0,0,48,0
33457,49482,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,29,3,1,0,0,46,0
33469,32474,Analytics,region_22,Bachelor's,m,sourcing,2,29,3,1,0,0,81,0
33483,77779,Analytics,region_32,,m,other,2,24,3,1,0,0,89,0
33486,27701,Sales & Marketing,region_16,Bachelor's,m,other,1,27,5,1,1,0,50,0
33489,8614,Analytics,region_22,Bachelor's,m,other,1,28,5,1,1,0,78,0
33529,45527,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,30,3,1,0,0,49,0
33547,39702,Procurement,region_4,Master's & above,f,other,1,33,3,1,0,0,66,0
33562,52557,Analytics,region_32,Bachelor's,m,other,1,28,3,1,0,0,88,0
33590,31463,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,25,5,1,1,0,52,0
33597,29779,Procurement,region_2,Bachelor's,m,sourcing,1,26,5,1,1,0,70,0
33606,67718,Procurement,region_17,Bachelor's,m,sourcing,2,31,3,1,0,0,70,0
33621,56820,Operations,region_2,Below Secondary,f,other,1,24,5,1,1,0,58,0
33645,61220,Analytics,region_22,Bachelor's,m,referred,1,28,3,1,1,0,86,0
33658,19731,Procurement,region_22,Bachelor's,m,other,2,30,5,1,1,0,74,0
33660,33802,Procurement,region_7,Bachelor's,f,sourcing,1,26,3,1,0,0,69,0
33664,14043,Operations,region_15,Bachelor's,f,sourcing,1,30,3,1,0,0,61,0
33668,75267,Operations,region_4,Bachelor's,m,sourcing,1,28,5,1,1,0,59,0
33672,41816,Operations,region_17,Bachelor's,f,other,3,26,5,1,1,0,57,0
33682,73069,Procurement,region_5,Bachelor's,f,sourcing,1,28,3,1,0,0,71,0
33708,48641,Operations,region_4,Bachelor's,f,sourcing,1,27,3,1,0,0,62,0
33727,78136,Technology,region_23,Bachelor's,f,other,1,29,3,1,0,0,78,0
33738,24837,Technology,region_26,Bachelor's,m,other,1,27,5,1,1,0,80,0
33748,29237,Legal,region_22,Bachelor's,m,sourcing,1,25,5,1,1,0,60,0
33761,31103,Finance,region_22,Bachelor's,f,sourcing,1,27,5,1,1,1,61,0
33766,54066,Operations,region_22,Bachelor's,f,sourcing,1,26,5,1,1,0,58,0
33797,51104,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,30,3,1,0,0,51,0
33803,57625,Operations,region_7,Below Secondary,m,other,1,25,5,1,1,0,62,1
33804,72961,Finance,region_2,Bachelor's,m,other,2,25,3,1,0,0,60,0
33815,42326,Sales & Marketing,region_21,Master's & above,m,sourcing,1,26,3,1,0,0,48,0
33830,60848,Sales & Marketing,region_28,Bachelor's,m,other,1,28,3,1,0,0,49,0
33843,74460,Sales & Marketing,region_7,,m,other,1,24,3,1,0,0,49,0
33847,46199,Finance,region_22,Bachelor's,m,other,1,28,3,1,0,0,64,0
33862,2964,Procurement,region_24,Bachelor's,f,other,1,28,3,1,0,0,72,0
33865,24660,Technology,region_8,Bachelor's,f,sourcing,1,32,3,1,0,0,83,0
33877,12310,Sales & Marketing,region_22,Bachelor's,f,sourcing,2,24,1,1,0,0,49,0
33905,12961,Analytics,region_27,Bachelor's,m,other,2,28,3,1,0,0,87,0
33919,41706,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,29,5,1,1,0,52,0
33940,28287,Technology,region_29,Bachelor's,m,other,1,28,5,1,1,0,80,0
33954,60584,Sales & Marketing,region_5,Bachelor's,m,other,2,31,5,1,1,0,50,0
33972,38440,Operations,region_22,Bachelor's,m,sourcing,2,26,5,1,1,0,61,1
34017,75969,Analytics,region_22,Bachelor's,f,sourcing,1,28,4,1,1,0,88,1
34018,56489,Technology,region_6,Bachelor's,f,sourcing,1,29,3,1,0,0,77,0
34020,63421,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,3,1,0,0,46,0
34021,34144,Sales & Marketing,region_13,Bachelor's,m,other,2,29,3,1,0,0,51,0
34035,16935,Legal,region_7,Bachelor's,f,sourcing,1,30,3,1,0,0,62,0
34036,10397,Sales & Marketing,region_20,Bachelor's,m,other,1,25,3,1,0,0,46,0
34046,38214,Operations,region_3,Bachelor's,m,other,1,28,3,1,0,0,55,0
34052,49608,Sales & Marketing,region_23,Bachelor's,f,sourcing,1,28,3,1,0,0,53,0
34071,73505,Procurement,region_20,Bachelor's,m,other,1,26,5,1,1,0,73,0
34074,39731,Technology,region_34,Bachelor's,m,sourcing,1,27,3,1,0,0,80,0
34078,48544,Procurement,region_2,Bachelor's,m,sourcing,1,27,5,1,1,0,71,0
34146,7533,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,28,3,1,0,0,50,0
34167,76751,HR,region_22,Bachelor's,m,sourcing,1,28,3,1,0,0,51,0
34182,30007,Operations,region_22,Bachelor's,m,sourcing,1,28,5,1,1,0,59,0
34186,76942,Legal,region_26,Bachelor's,m,other,1,29,3,1,1,0,58,0
34187,29032,Technology,region_4,Bachelor's,f,sourcing,1,27,4,1,1,0,78,1
