,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score
9892,65721,Technology,region_13,Bachelor's,m,other,1,40,4.0,4,0,0,75
9893,25887,Analytics,region_29,Bachelor's,m,other,1,28,5.0,5,1,0,83
9894,33687,Analytics,region_30,Bachelor's,m,other,1,29,5.0,4,1,0,85
9895,42587,Sales & Marketing,region_25,Master's & above,f,other,1,35,5.0,3,0,0,50
9896,40214,Procurement,region_13,Master's & above,m,other,1,31,3.0,6,1,0,67
9897,74114,Analytics,region_24,Master's & above,m,other,1,33,4.0,6,0,0,84
9898,2535,Procurement,region_26,Bachelor's,m,other,1,30,2.0,3,0,0,69
9900,6454,Operations,region_15,Bachelor's,f,other,1,34,4.0,3,1,0,60
9901,56598,Operations,region_32,Bachelor's,m,sourcing,1,31,4.0,9,0,0,62
9902,27567,HR,region_20,Master's & above,m,sourcing,1,39,5.0,2,0,0,47
9903,57866,Analytics,region_4,Bachelor's,m,sourcing,1,32,5.0,5,1,1,79
9905,21094,Sales & Marketing,region_2,Master's & above,m,sourcing,1,53,1.0,23,0,0,51
9906,54694,Technology,region_2,Bachelor's,m,other,1,54,1.0,19,0,0,82
9907,77887,Analytics,region_2,Bachelor's,m,sourcing,1,29,4.0,5,1,0,84
9908,40603,Procurement,region_11,Bachelor's,m,other,1,27,3.0,4,1,0,74
9909,52244,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,36,1.0,8,0,0,50
9910,73936,HR,region_7,Bachelor's,m,other,1,31,5.0,4,0,0,50
9911,19940,HR,region_7,Bachelor's,m,other,1,33,3.0,6,0,0,50
9912,50501,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,27,3.0,4,0,0,51
9913,23688,Procurement,region_30,Bachelor's,m,other,1,27,3.0,3,0,0,69
9914,45620,Operations,region_31,Master's & above,f,other,1,39,3.0,10,0,0,60
9915,145,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,35,3.0,8,0,0,46
9917,67141,Sales & Marketing,region_32,Bachelor's,m,other,1,32,3.0,4,0,0,49
9918,30358,Analytics,region_2,Bachelor's,m,other,2,54,3.0,5,1,0,82
9919,39203,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,32,3.0,8,0,0,57
9920,8101,Procurement,region_26,Bachelor's,m,sourcing,1,35,2.0,3,0,0,67
9921,60684,Sales & Marketing,region_2,Bachelor's,m,other,1,54,1.0,4,0,0,54
9922,33349,Operations,region_22,Bachelor's,m,other,1,28,5.0,4,1,0,61
9923,13441,Sales & Marketing,region_29,Bachelor's,m,other,2,29,3.0,4,0,0,50
9924,11818,HR,region_22,Master's & above,m,other,1,35,5.0,8,1,0,54
9925,20030,Sales & Marketing,region_2,Bachelor's,f,other,1,28,1.0,4,0,0,44
9926,15607,Operations,region_28,Bachelor's,m,sourcing,1,35,4.0,6,0,0,59
9927,21481,Sales & Marketing,region_2,Bachelor's,m,other,1,52,3.0,6,1,1,44
9928,46684,Sales & Marketing,region_22,Bachelor's,m,other,5,33,4.0,8,0,0,46
9929,58168,Sales & Marketing,region_15,Bachelor's,m,other,1,35,5.0,9,1,0,51
9930,6722,Legal,region_2,Bachelor's,m,other,1,34,1.0,5,0,0,58
9931,11532,Technology,region_2,Master's & above,f,other,1,36,2.0,7,0,0,82
9932,9786,Procurement,region_7,Master's & above,f,sourcing,1,40,5.0,7,0,0,66
9933,28404,Sales & Marketing,region_7,Master's & above,m,other,1,41,5.0,2,1,0,50
9934,45429,Operations,region_19,Bachelor's,m,sourcing,1,28,5.0,6,1,0,61
9935,54062,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,31,3.0,5,0,0,47
9936,51229,Operations,region_17,Bachelor's,m,other,1,30,5.0,2,1,0,58
9937,28163,Sales & Marketing,region_2,Bachelor's,f,other,1,51,4.0,7,0,0,53
9938,77618,Operations,region_2,Bachelor's,m,sourcing,1,29,3.0,4,0,0,57
9940,27986,Sales & Marketing,region_15,Master's & above,m,other,1,33,3.0,4,1,0,50
9941,27043,Analytics,region_9,Master's & above,m,other,1,32,3.0,7,1,1,86
9942,49650,Procurement,region_15,Bachelor's,f,sourcing,1,39,3.0,7,1,0,72
9943,55211,R&D,region_31,Bachelor's,m,sourcing,1,30,1.0,3,0,0,84
9944,14287,Procurement,region_2,Below Secondary,m,sourcing,1,25,1.0,2,1,0,76
9945,54340,Operations,region_7,Master's & above,f,other,1,36,4.0,8,1,0,61
9946,51550,Technology,region_10,Master's & above,f,sourcing,1,36,5.0,4,1,0,80
9947,11536,Technology,region_2,Master's & above,f,other,1,33,5.0,7,1,0,80
9948,57010,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,34,5.0,6,1,0,48
9950,54372,Operations,region_22,Master's & above,m,other,1,54,3.0,16,0,0,61
9951,55593,Operations,region_14,Bachelor's,f,sourcing,1,31,5.0,9,1,0,52
9952,32588,Operations,region_13,Bachelor's,m,other,1,45,4.0,11,0,0,64
9953,14739,Technology,region_5,Bachelor's,m,other,1,27,3.0,3,1,0,78
9955,54739,Operations,region_13,Master's & above,f,other,1,36,3.0,4,0,0,64
9956,16696,Sales & Marketing,region_21,Master's & above,m,sourcing,1,33,1.0,5,0,0,49
9957,43750,R&D,region_2,Master's & above,m,other,1,33,3.0,5,0,0,82
9959,6359,Sales & Marketing,region_13,Master's & above,m,other,1,54,5.0,11,1,0,46
9960,37132,Operations,region_2,Bachelor's,m,sourcing,2,36,4.0,4,1,0,54
9961,26134,Operations,region_15,Bachelor's,m,other,1,46,5.0,19,1,0,62
9962,55976,R&D,region_2,Master's & above,m,other,1,33,4.0,8,0,0,89
9963,35812,Technology,region_2,Master's & above,f,sourcing,1,42,3.0,15,0,0,78
9964,8112,Procurement,region_29,Bachelor's,m,other,2,36,3.0,5,1,0,69
9965,22472,Sales & Marketing,region_32,Bachelor's,m,other,2,28,1.0,5,0,0,52
9966,19065,Technology,region_32,Bachelor's,m,sourcing,1,33,1.0,5,0,0,81
9967,61832,Sales & Marketing,region_2,Bachelor's,f,other,2,25,3.0,3,0,0,46
9968,11504,Analytics,region_26,Bachelor's,m,other,1,38,4.0,9,0,0,82
9969,3051,Analytics,region_7,Bachelor's,m,sourcing,1,30,3.0,5,0,0,84
9970,66543,Operations,region_7,Master's & above,f,other,1,43,4.0,12,0,0,57
9971,14479,Technology,region_23,Bachelor's,f,sourcing,1,25,3.0,3,0,0,79
9972,8995,Analytics,region_22,Bachelor's,f,sourcing,1,29,5.0,3,1,0,84
9973,45905,HR,region_31,Bachelor's,m,other,1,27,5.0,4,1,0,54
9974,62243,Operations,region_24,Bachelor's,f,other,2,31,3.0,5,0,1,58
9975,48491,Finance,region_29,Bachelor's,m,sourcing,1,29,3.0,5,1,1,55
9976,733,Sales & Marketing,region_2,Master's & above,f,other,1,36,5.0,7,1,0,47
9977,63147,Operations,region_2,Bachelor's,f,sourcing,1,56,1.0,17,0,0,62
9978,42095,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,30,5.0,4,0,0,50
9981,15873,Procurement,region_33,Bachelor's,m,sourcing,1,27,3.0,2,0,0,68
9982,6252,Operations,region_24,Master's & above,f,sourcing,1,32,3.0,4,1,0,64
9983,17214,Analytics,region_31,Bachelor's,m,other,2,27,5.0,4,1,0,78
9984,75845,Sales & Marketing,region_5,Bachelor's,f,other,2,30,3.0,9,0,0,52
9985,45922,Sales & Marketing,region_6,Bachelor's,m,other,2,31,2.0,5,0,0,46
9986,42115,Analytics,region_24,Bachelor's,m,other,1,33,1.0,6,1,0,83
9987,6799,Sales & Marketing,region_2,Bachelor's,m,other,1,45,3.0,14,0,0,48
9988,61556,Technology,region_22,Bachelor's,m,referred,2,26,1.0,3,1,0,75
9989,50452,Operations,region_19,Bachelor's,m,sourcing,2,34,5.0,9,1,0,60
9990,26054,Sales & Marketing,region_7,Master's & above,m,sourcing,1,38,4.0,4,0,0,50
9991,66461,Analytics,region_6,Bachelor's,m,sourcing,1,41,5.0,10,1,0,87
9993,60014,Procurement,region_2,Master's & above,m,other,2,47,3.0,4,0,0,71
9994,13797,Sales & Marketing,region_13,Master's & above,m,other,1,43,3.0,16,0,0,50
9995,32226,Technology,region_14,Bachelor's,m,other,1,36,4.0,3,1,0,81
9996,52065,Operations,region_29,Master's & above,f,sourcing,1,33,4.0,4,0,0,56
9997,44488,Technology,region_27,Bachelor's,f,other,1,27,5.0,3,1,0,81
9998,59642,Procurement,region_2,Bachelor's,f,sourcing,1,30,3.0,7,1,0,67
9999,46825,Sales & Marketing,region_11,Master's & above,m,other,2,39,5.0,5,1,0,51
10000,25364,Finance,region_22,Master's & above,m,sourcing,1,34,2.0,9,0,0,59
10001,17917,Sales & Marketing,region_2,Master's & above,m,sourcing,1,40,5.0,8,1,0,93
10002,60487,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,36,1.0,7,0,0,53
10003,1521,Procurement,region_15,Bachelor's,f,other,1,32,4.0,5,0,0,68
10004,34320,Procurement,region_14,Bachelor's,m,other,1,34,1.0,4,0,0,74
10006,46045,Sales & Marketing,region_3,Bachelor's,m,other,1,39,3.0,4,0,0,47
10007,23604,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,2.0,3,0,0,51
10008,20021,Sales & Marketing,region_13,Bachelor's,f,other,1,29,2.0,3,1,0,51
10009,51532,Technology,region_33,Bachelor's,f,other,1,31,1.0,3,0,0,73
10010,29011,Operations,region_31,Bachelor's,m,other,2,27,4.0,3,1,0,62
10011,56137,Technology,region_2,Bachelor's,m,other,1,49,4.0,17,0,0,81
10012,25906,Technology,region_33,Bachelor's,f,sourcing,1,32,2.0,7,0,0,79
10013,18121,Technology,region_29,Master's & above,f,sourcing,1,34,4.0,5,1,0,80
10015,14805,Analytics,region_23,Bachelor's,m,other,2,31,3.0,4,0,0,84
10016,78283,Operations,region_12,Bachelor's,f,sourcing,1,28,3.0,4,0,0,57
10017,7656,Sales & Marketing,region_10,Master's & above,m,other,1,46,4.0,4,1,0,59
10018,5143,Operations,region_29,Bachelor's,m,sourcing,1,35,4.0,6,1,0,64
10019,2981,Operations,region_9,Bachelor's,f,sourcing,1,36,5.0,8,1,0,59
10020,40452,Sales & Marketing,region_22,Master's & above,m,sourcing,1,53,3.0,17,0,0,47
10021,73168,Sales & Marketing,region_29,Bachelor's,m,other,2,33,1.0,6,0,0,49
10023,17348,Operations,region_2,Bachelor's,m,other,1,46,4.0,7,1,0,60
10024,54684,Operations,region_26,Bachelor's,f,sourcing,1,31,4.0,4,0,0,61
10025,15795,Technology,region_15,Master's & above,m,other,1,44,3.0,5,0,0,79
10026,70185,Procurement,region_7,Master's & above,f,sourcing,1,33,3.0,5,1,0,84
10027,59823,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,32,3.0,10,0,0,48
10028,1653,Procurement,region_11,Master's & above,m,other,1,42,3.0,13,1,0,98
10029,56599,Sales & Marketing,region_26,Master's & above,m,other,2,39,4.0,3,0,0,50
10030,55277,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,30,2.0,3,0,0,46
10031,63282,Operations,region_4,Master's & above,f,other,1,36,5.0,9,0,0,74
10032,39849,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,24,4.0,2,0,0,50
10033,69019,Sales & Marketing,region_24,Bachelor's,m,other,1,28,3.0,3,0,0,49
10035,44640,Sales & Marketing,region_22,Bachelor's,m,other,2,27,3.0,3,1,0,50
10036,49596,Technology,region_7,Bachelor's,f,sourcing,2,29,4.0,3,1,0,82
10037,27472,Operations,region_13,Bachelor's,m,sourcing,1,36,3.0,3,0,0,65
10038,55930,Procurement,region_13,Master's & above,f,other,2,45,1.0,3,0,0,65
10040,76253,Sales & Marketing,region_25,Bachelor's,m,other,1,39,5.0,3,0,0,53
10041,28612,Sales & Marketing,region_29,Master's & above,m,sourcing,1,32,3.0,4,0,0,46
10042,25734,Procurement,region_13,Bachelor's,m,other,1,30,4.0,5,0,0,71
10043,67099,Sales & Marketing,region_12,Bachelor's,m,sourcing,2,26,3.0,4,1,0,50
10044,48363,Procurement,region_17,Master's & above,f,sourcing,1,32,3.0,4,0,0,71
10045,64404,Operations,region_15,Bachelor's,m,sourcing,1,37,5.0,5,1,0,60
10046,64018,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,26,1.0,3,0,0,48
10047,13202,Sales & Marketing,region_2,Bachelor's,m,referred,1,26,4.0,2,0,0,48
10048,52152,Finance,region_23,Master's & above,m,sourcing,1,35,3.0,6,0,0,61
10049,53274,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,36,3.0,3,0,0,48
10050,8044,Operations,region_19,Bachelor's,m,sourcing,1,42,3.0,3,0,0,64
10052,63111,Operations,region_22,Bachelor's,m,other,2,27,3.0,3,0,0,59
10053,19123,Sales & Marketing,region_14,Bachelor's,f,other,1,33,5.0,7,0,0,50
10054,14863,Procurement,region_22,Bachelor's,m,other,6,39,2.0,10,0,0,73
10055,11780,Operations,region_2,Bachelor's,m,sourcing,1,42,4.0,13,0,0,60
10056,17561,Sales & Marketing,region_16,Bachelor's,m,other,1,30,1.0,6,0,0,48
10057,4237,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,49,3.0,7,1,0,49
10058,21011,Procurement,region_30,Master's & above,f,sourcing,1,38,4.0,6,1,0,72
10059,64622,Sales & Marketing,region_1,Bachelor's,m,sourcing,2,25,1.0,2,0,0,53
10060,62884,Technology,region_23,Bachelor's,f,sourcing,1,33,3.0,8,0,0,79
10061,67530,Operations,region_14,Bachelor's,f,sourcing,1,36,4.0,10,1,0,57
10062,8536,Sales & Marketing,region_32,Bachelor's,f,other,1,28,5.0,4,0,0,50
10063,38710,Procurement,region_7,Bachelor's,m,sourcing,1,28,1.0,5,0,0,66
10064,46725,Analytics,region_31,Bachelor's,m,other,2,31,4.0,2,1,0,88
10065,71812,Operations,region_27,Bachelor's,m,sourcing,1,45,5.0,10,0,0,65
10066,59422,Procurement,region_22,Master's & above,f,other,1,35,1.0,7,0,0,64
10067,66342,Analytics,region_7,Bachelor's,m,other,1,30,1.0,2,0,0,87
10068,25944,Operations,region_26,Bachelor's,m,other,1,34,3.0,4,1,0,59
10069,25450,Technology,region_23,Bachelor's,m,sourcing,1,26,5.0,2,1,0,78
10070,26055,Technology,region_2,Master's & above,m,other,1,38,4.0,9,1,0,82
10071,33831,Procurement,region_19,Bachelor's,m,sourcing,1,41,4.0,16,1,0,68
10073,31118,Technology,region_7,Bachelor's,m,other,1,38,2.0,10,0,0,80
10074,34226,HR,region_22,Bachelor's,m,sourcing,1,28,1.0,2,0,0,47
10075,46538,Sales & Marketing,region_7,Bachelor's,m,other,1,34,2.0,2,0,0,49
10076,4080,HR,region_2,Bachelor's,f,other,1,52,2.0,16,0,0,51
10077,23956,Technology,region_26,Bachelor's,f,other,1,27,2.0,5,0,0,78
10078,71710,Operations,region_21,Bachelor's,m,other,1,33,3.0,5,0,0,63
10079,29016,Operations,region_19,Bachelor's,f,other,1,41,5.0,5,1,0,60
10080,32914,Technology,region_19,Bachelor's,m,other,1,46,3.0,5,0,0,88
10081,18577,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,35,4.0,4,1,0,49
10082,37023,Sales & Marketing,region_1,Master's & above,f,other,1,39,5.0,7,1,0,46
10083,71328,Operations,region_4,Bachelor's,m,other,1,29,3.0,5,1,0,55
10084,55311,Analytics,region_31,Bachelor's,m,sourcing,1,28,1.0,4,0,0,85
10085,6219,Operations,region_19,Bachelor's,f,other,1,37,5.0,2,1,0,58
10086,29889,Operations,region_22,Bachelor's,m,sourcing,1,36,3.0,8,0,0,61
10088,46147,Sales & Marketing,region_20,Bachelor's,f,other,1,29,3.0,5,0,0,50
10089,24563,Procurement,region_2,Bachelor's,m,sourcing,2,34,5.0,3,0,0,71
10090,32909,Procurement,region_23,Master's & above,m,other,1,33,5.0,4,0,0,70
10091,77398,Legal,region_23,Master's & above,m,other,1,42,5.0,3,1,0,62
10093,7436,Operations,region_16,Bachelor's,m,sourcing,1,32,5.0,6,1,0,59
10094,19548,Technology,region_4,Bachelor's,m,sourcing,2,32,3.0,8,1,0,77
10096,70806,Procurement,region_8,Bachelor's,m,sourcing,2,28,1.0,4,0,0,71
10097,57668,Operations,region_19,Bachelor's,f,sourcing,1,41,3.0,11,0,0,60
10099,8123,Finance,region_2,Master's & above,m,other,2,41,3.0,13,0,0,56
10100,42920,Operations,region_15,Bachelor's,m,other,2,33,4.0,7,0,0,62
10101,41548,Procurement,region_4,Bachelor's,m,other,1,31,3.0,5,0,0,66
10102,38403,Analytics,region_25,Bachelor's,m,other,2,31,5.0,6,0,0,81
10103,48748,Sales & Marketing,region_22,Master's & above,m,sourcing,1,38,2.0,10,0,0,55
10104,18768,Operations,region_31,Bachelor's,f,other,1,35,2.0,10,0,0,61
10105,76267,R&D,region_4,Bachelor's,m,sourcing,1,32,5.0,4,1,0,86
10106,40976,Operations,region_24,Bachelor's,m,sourcing,1,35,3.0,3,0,0,56
10107,66588,Operations,region_20,Bachelor's,m,other,1,33,4.0,3,1,0,62
10108,34184,Technology,region_26,Bachelor's,m,other,2,33,3.0,5,0,0,81
10110,75329,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,53,5.0,18,0,0,50
10111,13572,Operations,region_24,Bachelor's,m,other,1,33,1.0,6,0,0,61
10112,20503,Sales & Marketing,region_2,Master's & above,m,other,1,49,3.0,6,0,0,50
10113,55705,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,34,5.0,8,0,0,53
10114,63962,Sales & Marketing,region_7,Master's & above,m,sourcing,2,33,1.0,8,0,0,48
10115,76575,HR,region_2,Bachelor's,f,other,1,38,4.0,10,0,0,52
10116,20686,Operations,region_2,Bachelor's,f,other,1,31,2.0,7,0,0,56
10117,50866,Operations,region_32,Bachelor's,f,other,1,32,2.0,2,1,0,62
10118,24508,Technology,region_34,Bachelor's,m,other,2,29,1.0,2,1,0,82
10120,27858,HR,region_31,Bachelor's,f,other,1,36,3.0,4,0,0,54
10121,13548,Operations,region_11,Bachelor's,m,other,1,32,4.0,4,0,0,56
10122,47459,Technology,region_22,Bachelor's,f,sourcing,3,27,4.0,4,0,0,85
10123,29702,Sales & Marketing,region_11,Bachelor's,m,other,1,38,5.0,10,0,0,50
10125,70027,HR,region_7,Bachelor's,f,sourcing,1,32,1.0,6,0,0,46
10127,40781,Technology,region_15,Master's & above,m,other,2,35,2.0,9,1,0,77
10129,27469,Analytics,region_22,Master's & above,m,other,2,48,5.0,11,1,0,84
10130,18930,Finance,region_22,Bachelor's,f,other,1,32,3.0,4,0,0,63
10131,17568,Technology,region_10,Master's & above,f,other,2,34,5.0,8,0,0,78
10132,26041,Technology,region_22,Bachelor's,f,other,1,30,3.0,2,0,0,79
10135,65839,Finance,region_2,Bachelor's,f,sourcing,1,39,5.0,11,1,0,64
10136,43651,Operations,region_26,Master's & above,m,other,1,37,5.0,3,1,0,61
10137,8041,Sales & Marketing,region_32,Bachelor's,m,other,1,31,4.0,3,0,0,49
10138,45150,Analytics,region_2,Bachelor's,m,other,2,28,5.0,2,0,0,85
10139,56994,Legal,region_7,Bachelor's,m,other,1,37,3.0,10,0,0,64
10140,78230,Finance,region_32,Bachelor's,m,other,1,28,3.0,6,0,0,59
10141,7479,Operations,region_22,Bachelor's,f,sourcing,1,44,3.0,14,0,0,60
10142,18581,Procurement,region_15,Bachelor's,f,sourcing,1,33,5.0,7,1,0,68
10143,56333,Analytics,region_22,Bachelor's,f,other,1,27,4.0,2,0,0,81
10144,36684,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,31,5.0,7,1,0,48
10145,71823,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,27,3.0,4,0,0,50
10146,38704,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,56,5.0,16,0,0,45
10147,38978,Sales & Marketing,region_29,Bachelor's,m,other,4,35,3.0,9,0,0,49
10148,70708,Sales & Marketing,region_7,Bachelor's,m,other,1,44,2.0,14,0,0,46
10149,42492,Procurement,region_2,Bachelor's,m,sourcing,1,27,5.0,3,0,1,93
10150,47058,Technology,region_28,Master's & above,m,other,1,36,3.0,7,1,0,77
10151,59833,Operations,region_26,Master's & above,m,other,1,49,5.0,20,1,0,59
10152,71516,Finance,region_15,Bachelor's,m,other,1,37,3.0,9,0,0,61
10153,3233,Procurement,region_2,Master's & above,m,other,3,60,4.0,11,0,0,74
10154,30849,Operations,region_15,Bachelor's,m,other,2,46,5.0,16,1,0,60
10155,33659,R&D,region_26,Bachelor's,m,sourcing,2,27,3.0,3,0,0,89
10156,54814,Sales & Marketing,region_2,Bachelor's,m,sourcing,4,31,2.0,6,0,0,47
10157,66513,Sales & Marketing,region_11,Bachelor's,m,other,1,30,3.0,3,0,0,44
10158,22643,Technology,region_13,Master's & above,m,sourcing,1,51,3.0,9,0,0,80
10159,69172,Technology,region_33,Bachelor's,m,other,1,42,1.0,2,0,0,83
10160,21483,Sales & Marketing,region_7,Bachelor's,m,other,2,39,4.0,6,0,0,51
10161,48285,Procurement,region_2,Bachelor's,m,other,1,33,3.0,7,1,0,70
10163,2814,Procurement,region_2,Master's & above,m,sourcing,1,44,5.0,10,1,0,74
10164,77909,Finance,region_30,Bachelor's,m,sourcing,1,27,5.0,3,1,0,56
10165,31809,Sales & Marketing,region_13,Master's & above,m,other,1,36,4.0,3,1,0,51
10166,64032,Operations,region_2,Bachelor's,m,other,1,29,3.0,2,0,0,61
10167,68039,Analytics,region_25,Bachelor's,m,other,2,29,5.0,2,0,0,88
10168,25623,Technology,region_31,Bachelor's,m,other,1,33,5.0,8,0,0,81
10169,5944,Operations,region_2,Bachelor's,f,referred,2,31,3.0,9,1,0,59
10170,7076,Operations,region_14,Bachelor's,m,other,1,28,3.0,2,0,0,64
10171,50870,Sales & Marketing,region_22,Bachelor's,m,other,1,26,3.0,3,0,0,50
10172,56239,Analytics,region_22,Bachelor's,m,other,2,30,1.0,5,0,0,90
10173,29509,Procurement,region_2,Master's & above,f,sourcing,1,32,5.0,4,1,0,68
10174,48791,HR,region_31,Master's & above,f,sourcing,1,38,3.0,10,0,0,48
10175,52801,Technology,region_2,Bachelor's,f,sourcing,1,34,3.0,7,0,0,81
10176,22833,Procurement,region_15,Bachelor's,m,other,1,34,3.0,9,0,0,75
10177,12755,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,32,3.0,4,1,0,49
10178,34369,Analytics,region_15,Bachelor's,f,sourcing,1,35,3.0,10,0,0,80
10179,71766,Technology,region_16,Bachelor's,m,other,1,27,3.0,4,0,0,82
10180,15682,Sales & Marketing,region_7,Master's & above,m,other,1,36,1.0,9,0,0,47
10182,50893,HR,region_22,Master's & above,f,sourcing,1,32,5.0,3,1,0,50
10183,71003,Analytics,region_23,Master's & above,m,other,1,37,3.0,7,0,0,83
10184,55605,Technology,region_17,Bachelor's,f,other,1,37,2.0,10,0,0,75
10185,26482,Operations,region_15,Bachelor's,m,sourcing,1,53,3.0,15,0,0,63
10186,23179,Operations,region_7,Master's & above,f,other,1,37,5.0,9,1,0,58
10187,50610,Operations,region_11,Master's & above,f,sourcing,1,40,5.0,5,1,0,64
10188,24086,Operations,region_15,Master's & above,f,other,1,32,5.0,8,1,0,62
10189,53252,Procurement,region_24,Master's & above,f,other,1,37,3.0,10,0,0,65
10190,572,HR,region_2,Bachelor's,m,sourcing,1,48,3.0,8,0,0,45
10191,14670,Finance,region_15,Bachelor's,m,sourcing,1,36,3.0,4,0,0,59
10192,57288,Finance,region_23,Master's & above,m,other,1,40,2.0,8,1,0,59
10193,61558,Sales & Marketing,region_1,Bachelor's,f,other,1,31,3.0,2,1,0,52
10195,30984,Analytics,region_6,Bachelor's,m,sourcing,1,29,4.0,3,1,0,84
10197,73762,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,26,4.0,2,0,0,52
10198,41529,Sales & Marketing,region_4,Bachelor's,m,other,1,42,5.0,13,1,0,47
10199,21266,Sales & Marketing,region_12,Bachelor's,m,other,1,40,3.0,7,0,0,47
10200,44957,Technology,region_23,Bachelor's,m,other,2,33,3.0,10,1,0,81
10201,34600,Sales & Marketing,region_2,Bachelor's,f,other,1,33,5.0,4,1,0,50
10202,4630,Technology,region_2,Bachelor's,m,sourcing,1,26,3.0,5,0,0,76
10203,59475,Technology,region_7,Master's & above,f,other,1,51,3.0,7,0,0,81
10204,63355,Technology,region_10,Bachelor's,m,other,1,28,4.0,5,0,0,83
10205,66008,Operations,region_22,Master's & above,f,sourcing,1,41,5.0,12,0,0,73
10206,53781,Technology,region_7,Below Secondary,m,other,2,25,3.0,3,1,0,77
10207,28402,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,29,3.0,7,0,0,46
10208,24305,Sales & Marketing,region_22,Master's & above,m,other,1,34,4.0,9,0,0,49
10209,40856,Procurement,region_4,Bachelor's,m,other,1,38,1.0,7,1,0,72
10210,12854,Sales & Marketing,region_11,Master's & above,m,other,1,38,5.0,4,1,0,50
10211,63042,Sales & Marketing,region_22,Bachelor's,m,other,1,20,2.0,2,1,0,51
10212,20656,Operations,region_7,Bachelor's,m,sourcing,1,36,3.0,5,1,0,63
10213,6656,Finance,region_2,Bachelor's,f,other,1,27,5.0,2,1,0,60
10214,46764,Operations,region_7,Master's & above,m,other,1,34,5.0,9,0,0,59
10216,62745,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,52,1.0,25,0,0,48
10218,14210,Procurement,region_2,Bachelor's,f,sourcing,1,44,3.0,4,0,0,70
10219,1801,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,41,3.0,11,0,0,50
10220,21515,Operations,region_31,Bachelor's,f,other,1,30,4.0,5,1,0,58
10221,35736,Procurement,region_8,Master's & above,m,sourcing,1,35,3.0,8,0,0,66
10222,24420,Operations,region_7,Bachelor's,f,other,1,37,5.0,7,1,0,55
10224,31226,Operations,region_4,Master's & above,m,sourcing,1,41,2.0,2,1,0,54
10226,61206,R&D,region_22,Master's & above,m,other,2,36,5.0,2,1,0,85
10227,22089,Operations,region_8,Bachelor's,m,other,1,33,3.0,5,1,0,55
10229,50044,Analytics,region_26,Master's & above,m,other,2,42,5.0,5,0,0,88
10230,12674,Operations,region_31,Bachelor's,m,other,2,40,5.0,9,0,0,60
10232,75530,Sales & Marketing,region_12,Bachelor's,m,other,1,34,1.0,7,0,0,51
10233,65749,Operations,region_10,Bachelor's,m,other,1,36,5.0,8,1,0,93
10234,1518,Procurement,region_16,Bachelor's,m,other,1,36,3.0,3,1,0,70
10236,61848,Operations,region_3,Master's & above,m,other,1,45,4.0,7,0,0,58
10237,37589,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,39,1.0,9,0,0,51
10238,31477,Analytics,region_26,Bachelor's,m,sourcing,1,33,3.0,8,0,0,83
10239,73414,Analytics,region_2,Bachelor's,m,other,1,59,3.0,28,0,0,83
10241,63362,Technology,region_23,Bachelor's,m,other,1,31,5.0,4,1,0,83
10242,57664,Legal,region_15,Bachelor's,m,sourcing,1,33,1.0,7,0,0,59
10243,10414,Operations,region_22,Bachelor's,f,sourcing,3,33,4.0,5,0,0,59
10244,60908,HR,region_31,Bachelor's,m,other,2,30,4.0,4,0,0,49
10245,27157,Sales & Marketing,region_24,Bachelor's,m,other,2,29,1.0,2,0,0,52
10246,60304,HR,region_25,Bachelor's,f,sourcing,1,28,4.0,3,0,0,50
10247,27826,Technology,region_27,Master's & above,m,sourcing,2,42,5.0,15,0,0,75
10248,18271,Sales & Marketing,region_7,Bachelor's,m,other,1,35,4.0,2,0,0,51
10249,35057,Technology,region_15,Bachelor's,m,other,1,30,1.0,2,0,0,80
10250,18251,Procurement,region_17,Bachelor's,f,other,1,34,2.0,7,0,0,73
